R_fighter,B_fighter,Merged,Merged2,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Lucas Martins,Alex White,Lucas Martins Alex White 7/16/2014,Alex White Lucas Martins 7/16/2014,155,-175,155,57.14285714,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,20,0.66,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,0,2,0,20.33333333,0.41,0.333333333,0,0,2,1,5,0,0,0,0,1,1,0,2,Southpaw,182.88,182.88,145,25,25,0,-1,-1,-1,1,-4,0,0,-1,0,-2.54,0,-0.33333333,-0.333333333,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,2:08,728,540,370,842,330,320,170
Gleison Tibau,Pat Healy,Gleison Tibau Pat Healy 7/16/2014,Pat Healy Gleison Tibau 7/16/2014,-165,155,60.60606061,155,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,5,0,0,40.2,0.38,0.4,1.8,0.214,0,5,13,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,1,0,0,21.61904762,0.351904762,0.761904762,3.380952381,0.538571429,3,8,52,0,0,3,5,1,4,0,13,Southpaw,177.8,180.34,155,30,30,-4,0,-3,-13,3,-39,0,-1,-4,5.08,7.62,0,18.58095238,-0.361904762,-1.580952381,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,130,200,550,1150,525,700
Jessamyn Duke,Leslie Smith,Jessamyn Duke Leslie Smith 7/16/2014,Leslie Smith Jessamyn Duke 7/16/2014,120,-130,120,76.92307692,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,79,0.32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,0,0,88.5,0.535,1.5,1,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,135,28,31,0,0,-1,-1,0,-3,0,0,0,-5.08,-17.78,-3,-9.5,-1.5,-1,0,1,,14,,,,14,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,2:24,144,215,155,635,1170,1055,485
Hugo Viana,Aljamain Sterling,Hugo Viana Aljamain Sterling 7/16/2014,Aljamain Sterling Hugo Viana 7/16/2014,230,-250,230,40,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,46,0.51,3,3,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,135,0,1,0,44.25,0.4175,0,0,0,2,1,8,0,0,1,1,1,0,0,3,Orthodox,167.64,170.18,135,31,24,0,0,-1,-2,1,-5,0,-1,0,2.54,10.16,7,1.75,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,3:50,830,295,140,1480,405,500,405
Yosdenis Cedeno,Jerrod Sanders,Yosdenis Cedeno Jerrod Sanders 7/16/2014,Jerrod Sanders Yosdenis Cedeno 7/16/2014,170,-185,170,54.05405405,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,1,0,0,26,0.31,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,29,34,1,0,0,0,1,-3,0,0,0,0,7.62,-5,-26,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1,5:00,300,243,170,1450,380,605,630
Claudia Gadelha,Tina Lahdemaki,Claudia Gadelha Tina Lahdemaki 7/16/2014,Tina Lahdemaki Claudia Gadelha 7/16/2014,-560,475,17.85714286,475,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,25,26,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,114,436,245,1500,425,2025
Frankie Edgar,BJ Penn,Frankie Edgar BJ Penn 41797,BJ Penn Frankie Edgar 41797,-370,330,27.02702703,330,07-06-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,5,3,0,0,39,0.566818182,0.545454545,1.181818182,0.373636364,3,10,65,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,0,1,0,60.53333333,0.418666667,0.4,3.066666667,0.294666667,5,5,55,7,0,0,7,2,1,0,10,Orthodox,167.64,172.72,145,32,35,-3,-1,-2,2,-5,10,4,5,3,7.62,5.08,-3,-21.53333333,0.145454545,-1.884848485,0,1,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,4:16,856,-125,750,1230,1350,325,1200
Corey Anderson,Matt Van Buren,Corey Anderson Matt Van Buren 41797,Matt Van Buren Corey Anderson 41797,-265,245,37.73584906,245,07-06-14,"Las Vegas, Nevada, USA", USA,Red,TRUE,Light Heavyweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,24,28,0,0,0,0,0,0,0,0,0,5.08,-7.62,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:01,61,120,454,,,,
Dhiego Lima,Eddie Gordon,Dhiego Lima Eddie Gordon 41797,Eddie Gordon Dhiego Lima 41797,-150,140,66.66666667,140,07-06-14,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Middleweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,25,30,0,0,0,0,0,0,0,0,0,-5.08,5.08,-5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:11,71,200,220,,,,
Derrick Lewis,Guto Inocente,Derrick Lewis Guto Inocente 41797,Guto Inocente Derrick Lewis 41797,-185,170,54.05405405,170,07-06-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,0,1,0,22,0.81,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,29,28,0,-1,-1,-1,0,-1,0,-1,0,0,-5.08,1,-22,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:30,210,450,324,,,,
Justin Scoggins,Dustin Ortiz,Justin Scoggins Dustin Ortiz 41797,Dustin Ortiz Justin Scoggins 41797,-290,260,34.48275862,260,07-06-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,45.33333333,0.503333333,0,2.666666667,0.423333333,1,1,9,0,0,1,0,1,0,0,2,Orthodox,165.1,165.1,125,0,2,0,44,0.655,0,4,0.63,2,0,4,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,125,22,25,0,-1,-1,0,-1,5,0,0,0,-5.08,-2.54,-3,1.33333333,0,-1.333333333,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,13,,Blue,S-DEC,,3,5:00,900,115,395,,,,
Jesse Ronson,Kevin Lee,Jesse Ronson Kevin Lee 41797,Kevin Lee Jesse Ronson 41797,200,-220,200,45.45454545,07-06-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,39,0.27,2,1,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,195.58,170,2,0,0,45.5,0.47,0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,28,21,1,0,0,0,1,-3,0,0,0,-2.54,12.7,7,-6.5,2,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,280,140,,,,
Jumabieke Tuerxun,Leandro Issa,Jumabieke Tuerxun Leandro Issa 41797,Leandro Issa Jumabieke Tuerxun 41797,115,-125,115,80,07-06-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,17,0.31,1,2,0.2,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,1,0,0,12,0.35,2,1,0.11,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,28,30,0,0,0,0,0,-1,0,0,0,0,5.08,-2,5,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3,3:49,829,145,260,,,,
Adriano Martins,Juan Puig,Adriano Martins Juan Puig 41797,Juan Puig Adriano Martins 41797,-420,375,23.80952381,375,07-06-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,1,0,0,14.5,0.58,0.5,0.5,0.5,1,1,3,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,31,25,1,0,-1,-1,1,-3,0,0,-1,-2.54,0,6,-14.5,-0.5,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,170,580,,,,
Patrick Walsh,Daniel Spohn,Patrick Walsh Daniel Spohn 41797,Daniel Spohn Patrick Walsh 41797,210,-230,210,43.47826087,07-06-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,185,25,29,0,0,0,0,0,0,0,0,0,12.7,20.32,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,353,297,,,,
Sarah Moras,Alexis Dufresne,Sarah Moras Alexis Dufresne 41797,Alexis Dufresne Sarah Moras 41797,210,-230,210,43.47826087,07-06-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,26,23,0,0,0,0,0,0,0,0,0,5.08,2.54,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,241,328,,,,
Chris Weidman,Lyoto Machida,Chris Weidman Lyoto Machida 41766,Lyoto Machida Chris Weidman 41766,-185,170,54.05405405,170,07-05-14,"Las Vegas, Nevada, USA", USA,Red,TRUE,Middleweight,MALE,5,0,2,0,30.94117647,0.541176471,0.470588235,0.823529412,0.361764706,8,4,44,4,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,0,7,0,25.28571429,0.462857143,1,2.142857143,0.801428571,7,0,14,2,0,0,2,3,2,0,7,Orthodox,187.96,198.12,185,30,36,0,-5,1,6,-4,30,2,2,-1,-2.54,-10.16,-6,5.65546218,-0.529411765,-1.319327731,0,1,3,0,,,,,,,0,,,,,,5,,,,,,,3,,,,,,,Red,U-DEC,,5,5:00,1500,240,475,430,1915,285,360
Ronda Rousey,Alexis Davis,Ronda Rousey Alexis Davis 41766,Alexis Davis Ronda Rousey 41766,-900,700,11.11111111,700,07-05-14,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,5,0,3,0,49,0.45,1,1,0.553333333,3,0,9,0,0,1,2,0,0,0,3,Orthodox,167.64,172.72,125,0,3,0,20.33333333,0.576666667,1.333333333,2.333333333,0.583333333,3,0,5,3,0,0,0,1,2,0,3,Orthodox,170.18,172.72,135,27,29,0,0,0,0,0,4,-3,-1,-2,-2.54,0,-2,28.66666667,-0.333333333,-1.333333333,0,1,2,0,,,,0,,,,,,,,,10,,,,2,,,,,,,,,,Red,KO/TKO,Punches,1,0:16,16,645,1850,-280,1385,450,1600
Uriah Hall,Thiago Santos,Uriah Hall Thiago Santos 41766,Thiago Santos Uriah Hall 41766,-310,255,32.25806452,255,07-05-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,3.5,0.215,0,0,0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,0,1,0,35,0.553333333,0,1.333333333,0.303333333,1,2,7,1,0,0,0,0,0,1,1,Orthodox,182.88,200.66,185,29,30,0,0,0,0,1,-5,-1,0,0,5.08,-7.62,-1,-31.5,0,-1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,249,495,1305,1790,-110,1150
Marcus Brimage,Russell Doane,Marcus Brimage Russell Doane 41766,Russell Doane Marcus Brimage 41766,-115,105,86.95652174,105,07-05-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,43,0.5,1,0,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,135,1,0,0,58.75,0.3225,0,0.25,0.25,3,1,10,0,0,1,2,0,0,0,3,Southpaw,162.56,180.34,135,29,27,1,1,-2,-2,1,-8,0,0,1,7.62,-2.54,2,-15.75,1,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,200,235,1400,475,450,590
Urijah Faber,Alex Caceres,Urijah Faber Alex Caceres 41766,Alex Caceres Urijah Faber 41766,-705,570,14.18439716,570,07-05-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,48.22222222,0.527777778,1.333333333,0.222222222,0.222222222,2,4,23,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,1,0,0,44,0.497777778,0.666666667,1.444444444,0.371111111,4,3,26,3,0,0,2,0,4,0,6,Orthodox,167.64,170.18,135,35,26,1,2,-2,-1,-1,-3,-3,0,-2,10.16,15.24,9,4.22222222,0.666666666,-1.222222222,0,1,11,2,,,,,,,,,,,2,,,,,,,,,,,,,11,,,Red,SUB,Rear Naked Choke,3,1:09,669,167,1185,-105,2540,584,1950
Kenny Robertson,Ildemar Alcantara,Kenny Robertson Ildemar Alcantara 41766,Ildemar Alcantara Kenny Robertson 41766,115,-125,115,80,07-05-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,31.25,0.4625,1.5,3,0.8075,2,1,11,0,0,1,1,0,1,0,3,Orthodox,187.96,198.12,185,0,1,0,24.8,0.556,0.6,0.6,0.432,1,3,10,0,0,0,0,0,2,0,2,Orthodox,177.8,187.96,170,30,31,0,0,1,1,2,1,0,0,-1,10.16,10.16,-1,6.45,0.9,2.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,220,350,600,814,400
Chris Camozzi,Bruno Santos,Chris Camozzi Bruno Santos 41766,Bruno Santos Chris Camozzi 41766,-240,220,41.66666667,220,07-05-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,12,0.5,1,1,0.08,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,185,2,0,0,46.9,0.429,0.3,0,0,4,4,26,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,27,26,1,0,-4,-6,3,-23,0,-1,-1,-12.7,-17.78,1,-34.9,0.7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,105,495,590,1790,495,1150
George Roop,Rob Font,George Roop Rob Font 41766,Rob Font George Roop 41766,-185,170,54.05405405,170,07-05-14,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,1,0,37.63636364,0.37,0.090909091,0.727272727,0.355454545,2,6,27,0,0,1,2,2,0,0,5,Orthodox,185.42,182.88,135,32,27,0,-1,-2,-5,6,-27,0,-2,0,-12.7,-2.54,5,-37.63636364,-0.090909091,-0.727272727,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:19,139,205,405,480,1465,305,350
Luke Zachrich,Guilherme Vasconcelos,Luke Zachrich Guilherme Vasconcelos 41766,Guilherme Vasconcelos Luke Zachrich 41766,160,-170,160,58.82352941,07-05-14,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,1,0,0,3,0.27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,32,28,1,0,0,0,1,-1,0,0,0,-5.08,0,4,-3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,500,241,652,300,455,450
Cub Swanson,Jeremy Stephens,Cub Swanson Jeremy Stephens 6/28/2014,Jeremy Stephens Cub Swanson 6/28/2014,-225,205,44.44444444,205,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Featherweight,MALE,5,0,3,0,30.83333333,0.468333333,0.5,1.388888889,0.378888889,3,8,45,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,0,5,0,35.83333333,0.461666667,0.166666667,1,0.666666667,5,1,13,0,0,0,1,4,0,0,5,Orthodox,172.72,177.8,145,30,28,0,-2,-2,5,-7,32,0,1,0,0,2.54,2,-5,0.333333333,0.388888889,0,1,11,4,,,,,,,,,,4,,,,,,,,,,,,,11,,,,Red,U-DEC,,5,5:00,1500,,,,,,
Kelvin Gastelum,Nico Musoke,Kelvin Gastelum Nico Musoke 6/28/2014,Nico Musoke Kelvin Gastelum 6/28/2014,-275,250,36.36363636,250,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,28.5,0.465,0.5,1.5,0.7,2,0,4,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,0,3,0,34.66666667,0.48,0.333333333,1.666666667,0.5,3,0,7,1,0,2,0,0,1,0,3,Southpaw,175.26,180.34,185,22,28,0,-1,-1,-1,0,-3,-1,0,0,7.62,10.16,-6,-6.16666667,0.166666667,-0.166666667,0,1,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Cezar Ferreira,Andrew Craig,Cezar Ferreira Andrew Craig 6/28/2014,Andrew Craig Cezar Ferreira 6/28/2014,-270,248,37.03703704,248,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,33.8,0.49,0,0.6,0.232,2,2,13,0,0,1,1,1,0,0,3,Orthodox,185.42,193.04,170,1,0,0,15.75,0.4125,0.25,0.75,0.1875,3,1,8,1,0,1,1,0,1,0,3,Southpaw,185.42,198.12,185,29,28,0,0,-1,0,-1,5,-1,1,-1,0,-5.08,1,18.05,-0.25,-0.15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Ricardo Lamas,Hacran Dias,Ricardo Lamas Hacran Dias 6/28/2014,Hacran Dias Ricardo Lamas 6/28/2014,-270,248,37.03703704,248,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,29.5,0.445,0.5,3,0.415,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,1,0,0,26.8,0.428,1,1.2,0.248,4,1,13,1,0,0,1,2,1,0,4,Orthodox,172.72,180.34,145,32,30,0,0,-3,-3,0,-7,-1,-2,-1,0,-5.08,2,2.7,-0.5,1.8,0,1,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,
Clint Hester,Antonio Braga Neto,Clint Hester Antonio Braga Neto 6/28/2014,Antonio Braga Neto Clint Hester 6/28/2014,140,-150,140,66.66666667,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,6,0.4,1,1,0.33,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,0,3,0,55,0.426666667,0,1,0.553333333,3,0,8,0,0,0,1,1,0,1,3,Orthodox,187.96,195.58,205,27,26,0,-2,-2,-2,0,-7,0,-2,1,2.54,0,1,-49,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,
Joe Ellenberger,James Moontasri,Joe Ellenberger James Moontasri 6/28/2014,James Moontasri Joe Ellenberger 6/28/2014,-177,166,56.49717514,166,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,180.34,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,29,26,0,0,0,0,0,0,0,0,0,2.54,-2.54,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,
Colton Smith,Diego Ferreira,Colton Smith Diego Ferreira 6/28/2014,Diego Ferreira Colton Smith 6/28/2014,170,-185,170,54.05405405,6/28/2014,"San Antonio, Texas, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,155,2,0,0,17.33333333,0.47,1,3,0.363333333,1,2,8,1,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,26,29,2,0,-1,-1,2,-8,-1,0,0,-7.62,7.62,-3,-17.33333333,-1,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,0:38,38,,,,,,
Johnny Bedford,Cody Gibson,Johnny Bedford Cody Gibson 6/28/2014,Cody Gibson Johnny Bedford 6/28/2014,-185,170,54.05405405,170,6/28/2014,"San Antonio, Texas, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,18,0.33,1,4,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,2,0,0,42.5,0.545,0,1.25,0.415,2,2,9,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,31,26,1,0,-2,-2,1,-6,0,-2,0,0,0,5,-24.5,1,2.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:38,38,,,,,,
Marcelo Guimaraes,Andy Enz,Marcelo Guimaraes Andy Enz 6/28/2014,Andy Enz Marcelo Guimaraes 6/28/2014,170,-200,170,50,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,69,0.3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,185,1,0,0,55,0.555,0,1,0.08,1,1,5,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,185,31,22,0,0,-1,-1,0,-2,0,0,0,7.62,12.7,9,14,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,
Ray Borg,Shane Howell,Ray Borg Shane Howell 6/28/2014,Shane Howell Ray Borg 6/28/2014,-460,410,21.73913043,410,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,1,0,0,12,0.44,2,5,0.62,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,135,20,30,1,0,0,0,1,-3,0,0,0,10.16,15.24,-10,-12,-2,-5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:17,137,,,,,,
Aleksei Oleinik,Anthony Hamilton,Aleksei Oleinik Anthony Hamilton 6/28/2014,Anthony Hamilton Aleksei Oleinik 6/28/2014,-140,130,71.42857143,130,6/28/2014,"San Antonio, Texas, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,240,37,34,0,0,0,0,0,0,0,0,0,7.62,-10.16,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Neck Crank,1,2:18,138,,,,,,
James Te Huna,Nate Marquardt,James Te Huna Nate Marquardt 6/28/2014,Nate Marquardt James Te Huna 6/28/2014,-200,170,50,170,6/28/2014,"Auckland, New Zealand", New Zealand,Blue,FALSE,Middleweight,MALE,5,2,0,0,25.125,0.521875,0.8125,1.6875,0.496875,4,6,34,1,0,0,4,4,2,0,10,Orthodox,182.88,187.96,185,2,0,0,29.375,0.5525,0.125,1.375,0.185,4,3,14,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,32,35,0,0,0,5,-3,20,1,1,2,-5.08,-2.54,-3,-4.25,0.6875,0.3125,0,1,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,4:34,274,416,650,1500,400,112,500
